"22:17:47.688 | 14 | 0000 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -52"
"22:17:47.939 | 14 | 0001 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:48.175 | 14 | 0002 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:17:48.410 | 14 | 0003 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:48.646 | 14 | 0004 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:48.881 | 14 | 0005 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:17:49.132 | 14 | 0006 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.368 | 14 | 0007 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.619 | 14 | 0008 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.856 | 14 | 0009 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.122 | 14 | 0010 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.357 | 14 | 0011 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:50.602 | 14 | 0012 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.850 | 14 | 0013 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.102 | 14 | 0014 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.354 | 14 | 0015 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:51.621 | 14 | 0016 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.873 | 14 | 0017 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.108 | 14 | 0018 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.343 | 14 | 0019 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.584 | 14 | 0020 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.819 | 14 | 0021 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:53.064 | 14 | 0022 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:53.299 | 14 | 0023 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:53.550 | 14 | 0024 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:53.802 | 14 | 0025 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.052 | 14 | 0026 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.300 | 14 | 0027 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.552 | 14 | 0028 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.803 | 14 | 0029 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.040 | 14 | 0030 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.290 | 14 | 0031 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.541 | 14 | 0032 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.792 | 14 | 0033 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.042 | 14 | 0034 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.293 | 14 | 0035 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.543 | 14 | 0036 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.810 | 14 | 0037 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.045 | 14 | 0038 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.296 | 14 | 0039 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.532 | 14 | 0040 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.799 | 14 | 0041 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.034 | 14 | 0042 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.286 | 14 | 0043 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
