"22:13:21.348 | 14 | 0000 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -51"
"22:13:21.585 | 14 | 0001 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -52"
"22:13:21.838 | 14 | 0002 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -52"
"22:13:22.074 | 14 | 0003 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -50"
"22:13:22.326 | 14 | 0004 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -49"
"22:13:22.601 | 14 | 0005 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -49"
"22:13:22.847 | 14 | 0006 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:23.114 | 14 | 0007 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -48"
"22:13:23.350 | 14 | 0008 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -48"
"22:13:23.621 | 14 | 0009 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -48"
"22:13:23.857 | 14 | 0010 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
"22:13:24.092 | 14 | 0011 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:24.330 | 14 | 0012 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:24.593 | 14 | 0013 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:24.831 | 14 | 0014 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:25.065 | 14 | 0015 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -46"
"22:13:25.327 | 14 | 0016 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
"22:13:25.563 | 14 | 0017 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
"22:13:25.814 | 14 | 0018 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
"22:13:26.066 | 14 | 0019 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
"22:13:26.301 | 14 | 0020 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -47"
